,MI_dir_L.1_weight,MI_dir_L.1_mean,MI_dir_L.1_variance,H_L.1_weight,H_L.1_mean,H_L.1_variance,HH_L.1_mean,HH_L.1_std,HH_L.1_magnitude,HH_L.1_radius,HH_L.1_covariance,HH_L.1_pcc,HH_jit_L.1_weight,HH_jit_L.1_mean,HH_jit_L.1_variance,HpHp_L.1_weight,HpHp_L.1_mean,HpHp_L.1_std,HpHp_L.1_magnitude,HpHp_L.1_radius,HpHp_L.1_covariance,HpHp_L.1_pcc,HH_L.1_weight
6139,238.2318553,125.322732,33943.84866,238.2318553,125.322732,33943.84866,163.255911,232.1335652,326.128449,14216.4523,-6167.818,-0.73299488,139.729492,1.135175929,31.9462896,3.999696537,246.53453,38.34648,337.996944,123667.3916,38626.1451,0.445258235,139.729492
614,239.2318371,125.74142,33816.6137,239.2318371,125.74142,33816.6137,162.336117,231.45831,325.668671,141896.6613,-5993.7379,-0.7143345,14.729386,1.12719148,3.8827544,4.999696233,21.398829,284.8156115,312.644355,11345.19,39637.1258,0.494158722,14.729386
6141,24.22445,124.8281921,3369.362,24.22445,124.8281921,3369.362,161.6563216,23.7737152,323.9348823,141193.395,-565.8468,-0.67714626,141.7165668,1.119187512,3.67366554,5.9995491,186.3298942,265.5951,272.344485,9782.75656,38792.99771,0.5614791,141.7165668
6142,24.8342892,125.53126,33562.5552,24.8342892,125.53126,33562.5552,179,2.70E-01,179,7.28E-01,,,3.632293684,287.41483,48144.1655,1,179,,179,,,,3.632293684
6143,238.439777,124.782969,33439.4653,238.439777,124.782969,33439.4653,6,1.17E-01,6,1.36E-01,,,64.5339943,16.569447,2741.55735,64.5339943,6,1.17E-01,6,1.36E-01,,,64.5339943
6144,237.995798,124.5669299,3339.74949,237.995798,124.5669299,3339.74949,88.83514386,42.4293918,135.3466886,511.427395,196.14849,0.377766131,15.4134211,15.39671382,2369.57312,3.884828529,74,,74,,,,15.4134211
6145,238.7957279,124.2965443,33187.64379,238.7957279,124.2965443,33187.64379,6,1.17E-01,6,1.36E-01,,,65.8855653,15.81941818,26629.52743,65.8855653,6,1.17E-01,6,1.36E-01,,,65.8855653
6146,238.1462638,124.265566,3365.57193,238.1462638,124.265566,3365.57193,6,9.54E-01,6,9.90E-01,,,65.6389625,15.59364634,26227.12531,65.6389625,6,9.54E-01,6,9.90E-01,,,65.6389625
6147,237.54145,123.7569716,32943.53664,237.54145,123.7569716,32943.53664,6,6.74E-01,6,4.55E-01,,,66.18532557,15.37315749,25834.2633,66.18532557,6,6.74E-01,6,4.55E-01,,,66.18532557
6148,236.86753,123.4877967,32821.54195,236.86753,123.4877967,32821.54195,6,9.54E-01,6,9.90E-01,,,66.728383,15.15775195,25449.9249,66.728383,6,9.54E-01,6,9.90E-01,,,66.728383
6149,236.2245986,123.219363,32699.5962,236.2245986,123.219363,32699.5962,6,9.54E-01,6,9.90E-01,,,67.26745645,14.9472823,2574.5225,67.26745645,6,9.54E-01,6,9.90E-01,,,67.26745645
615,235.5921864,122.956954,32577.68544,235.5921864,122.956954,32577.68544,6,1.17E-01,6,1.36E-01,,,67.826979,14.74158435,2477.5333,67.826979,6,1.17E-01,6,1.36E-01,,,67.826979
6151,234.9656953,122.682781,32455.8337,234.9656953,122.682781,32455.8337,6,9.54E-01,6,9.90E-01,,,68.33451132,14.5448367,24348.6866,68.33451132,6,9.54E-01,6,9.90E-01,,,68.33451132
6152,234.33945,122.4152939,32334.2644,234.33945,122.4152939,32334.2644,6,9.54E-01,6,9.90E-01,,,68.86155427,14.34387914,23997.7216,68.86155427,6,9.54E-01,6,9.90E-01,,,68.86155427
6153,233.8867769,122.28297,3225.75921,233.8867769,122.28297,3225.75921,87.8829581,41.2586561,134.7236296,4975.58423,157.889493,0.37546449,15.57997496,14.92323252,222.75763,4.674765149,74,,74,,,,15.57997496
6154,234.722622,121.9432618,3284.96823,234.722622,121.9432618,3284.96823,6,6.74E-01,6,4.55E-01,,,69.38664884,14.15154424,23654.39496,69.38664884,6,6.74E-01,6,4.55E-01,,,69.38664884
6155,234.11975,121.6786622,31964.23282,234.11975,121.6786622,31964.23282,6,1.17E-01,6,1.36E-01,,,69.9754791,13.9634195,23318.4676,69.9754791,6,1.17E-01,6,1.36E-01,,,69.9754791
6156,233.484971,121.4144968,31843.55581,233.484971,121.4144968,31843.55581,6,9.54E-01,6,9.90E-01,,,7.4246978,13.7793358,22989.7737,7.4246978,6,9.54E-01,6,9.90E-01,,,7.4246978
6157,232.8715125,121.157698,31722.93989,232.8715125,121.157698,31722.93989,6,,6,,,,7.93849,13.5991932,22667.89543,7.93849,6,,6,,,,7.93849
6158,232.263652,12.8874881,3162.38885,232.263652,12.8874881,3162.38885,6,1.17E-01,6,1.36E-01,,,71.44824865,13.42284678,22352.8231,71.44824865,6,1.17E-01,6,1.36E-01,,,71.44824865
6159,231.8457511,12.689392,31475.92948,231.8457511,12.689392,31475.92948,16.962474,23.11342,325.173113,14575.9225,-5912.9276,-0.71225354,127.696426,1.236998963,32.19194532,1,73,,73,,,,127.696426
616,232.658149,12.421233,31356.39967,232.658149,12.421233,31356.39967,6,,6,,,,71.954645,13.252165,2244.28625,71.954645,6,,6,,,,71.954645
6161,232.462822,12.1597436,31236.9341,232.462822,12.1597436,31236.9341,6,6.74E-01,6,4.55E-01,,,72.45611263,13.8117182,21742.8454,72.45611263,6,6.74E-01,6,4.55E-01,,,72.45611263
6162,231.448635,119.8998167,31117.5497,231.448635,119.8998167,31117.5497,6,,6,,,,72.95724965,12.9155346,21446.4744,72.95724965,6,,6,,,,72.95724965
6163,23.847622,119.643389,3998.21941,23.847622,119.643389,3998.21941,6,6.74E-01,6,4.55E-01,,,73.452572,12.75333346,21155.98225,73.452572,6,6.74E-01,6,4.55E-01,,,73.452572
6164,23.2544864,119.3813197,3878.97441,23.2544864,119.3813197,3878.97441,6,6.74E-01,6,4.55E-01,,,73.94566418,12.59437546,2871.72368,73.94566418,6,6.74E-01,6,4.55E-01,,,73.94566418
6165,231.254933,119.185766,3754.31125,231.254933,119.185766,3754.31125,16.2669164,229.218818,323.6622446,139652.295,-5638.317872,-0.6838479,125.116746,1.264469,32.561,1,74,,74,,,,125.116746
6166,232.2361829,118.956637,3634.12,232.2361829,118.956637,3634.12,159.5193236,228.4532513,321.7875562,138849.4169,-5291.48996,-0.64572344,126.93933,1.2511842,31.7593811,1.999938117,69.99987623,3.999999998,11.8625676,15.99999998,,,126.93933
6167,233.2361184,119.266646,3524.21592,233.2361184,119.266646,3524.21592,159.7591516,227.5686542,321.965132,138698.2918,-532.46172,-0.65177586,127.93898,1.24282538,31.5213555,2.999937562,11.75,56.663968,132.5751297,321.76457,,,127.93898
6168,234.1951184,119.332446,345.946,234.1951184,119.332446,345.946,159.27675,226.828648,339.7581835,15733.8632,-4793.898633,-0.54815865,128.715565,1.23796282,31.28666264,3.99941211,98.9989432,52.6399439,684.435654,38459.2639,3186.72197,0.957439884,128.715565
6169,235.1937549,118.877571,3288.56716,235.1937549,118.877571,3288.56716,158.363231,226.95482,339.4214298,157195.5531,-4981.515885,-0.5714592,129.7818,1.221266968,31.5589326,4.999386926,92.39834293,48.89728521,683.119586,38456.6859,287.89515,0.951617396,129.7818
617,236.1912266,118.5841766,3172.8648,236.1912266,118.5841766,3172.8648,157.5966535,225.3688593,339.9126,15789.192,-5166.694328,-0.59461269,13.694233,1.211889544,3.82847914,5.999333183,87.998138,45.778328,682.5382628,38454.993,26645.37968,0.945111326,13.694233
6171,237.1836466,118.3624742,356.48555,237.1836466,118.3624742,356.48555,156.897794,224.6488868,338.766787,156984.7334,-5348.86515,-0.6175579,131.65249,1.22678411,3.6429978,6.99914647,84.85515423,43.113753,682.141663,38453.678,24861.225,0.93714474,131.65249
6172,238.1836187,118.176229,29938.52312,238.1836187,118.176229,29938.52312,156.27871,223.912938,338.476528,156878.7982,-551.531259,-0.6383939,132.652336,1.19357184,3.38343274,1,74,,74,,,,132.652336
6173,239.1629313,117.958591,29824.67794,239.1629313,117.958591,29824.67794,155.5916389,223.252738,334.9387888,155334.648,-54.951163,-0.58458554,133.537631,1.184695422,3.1654828,1.999913145,69.99982628,3.999999996,11.8625332,15.99999997,,,133.537631
6174,24.151576,12.1193689,3817.6262,24.151576,12.1193689,3817.6262,159.182967,226.196658,336.6221192,15577.4399,-581.594513,-0.66867312,134.474458,1.17598642,29.957192,2.99981819,259.113389,267.314467,269.3749685,71454.87493,,,134.474458
6175,241.136259,119.8949338,371.921,241.136259,119.8949338,371.921,158.492921,225.4991392,335.92948,1539.1769,-636.965769,-0.7451891,135.387661,1.167269888,29.73892877,3.999623948,21.7539673,246.1197322,39.397914,67333.676,28.6217,0.663498485,135.387661
6176,242.1335185,119.672353,3587.692,242.1335185,119.672353,3587.692,157.813127,224.876797,335.5826745,152987.356,-6142.584393,-0.7194955,136.373619,1.158745,29.5323684,4.99958236,181.87555,227.621911,29.4426651,59572.4441,18313.873,0.46922912,136.373619
6177,243.132341,119.4844989,3469.8824,243.132341,119.4844989,3469.8824,157.213975,224.99494,335.2954873,152882.397,-6235.444359,-0.73222638,137.355167,1.15259211,29.32443657,1,74,,74,,,,137.355167
6178,244.126714,119.2654139,3356.66645,244.126714,119.2654139,3356.66645,156.546783,223.421753,331.959999,151432.921,-5743.17632,-0.6798349,138.33536,1.141941172,29.12147359,1.99998557,69.9999711,4,11.8626327,16,,,138.33536
6179,245.1163866,121.4632865,31412.5985,245.1163866,121.4632865,31412.5985,16.147587,226.6125312,333.667945,151912.547,-6526.44653,-0.7616728,139.276933,1.133771289,28.92122125,2.999993,266.64535,277.2741,276.17648,76843.94269,,,139.276933
618,246.15122,121.2379223,31296.87173,246.15122,121.2379223,31296.87173,159.47523,225.94136,332.574985,149267.332,-6923.851639,-0.81823142,14.212929,1.125721588,28.7236877,3.999762824,216.18751,255.2189,3.2176328,68488.16594,25778.6895,0.694147316,14.212929
6181,247.143855,121.143814,31182.51524,247.143855,121.143814,31182.51524,158.8123538,225.275742,332.256769,149164.5369,-6978.24422,-0.827976,141.28852,1.11774199,28.52891276,4.999751177,186.71,236.24542,279.49771,59594.4811,1754.7833,0.51727547,141.28852
6182,248.16756,12.8248843,3165.735,248.16756,12.8248843,3165.735,158.2151626,224.5925477,331.9717294,1496.353,-724.86126,-0.83515252,142.187679,1.19886779,28.33673277,1,74,,74,,,,142.187679
6183,249.97282,12.647898,3953.845,249.97282,12.647898,3953.845,157.573765,223.9378418,328.897275,147696.6137,-6544.454882,-0.7847886,143.16681,1.1214168,28.14711735,1.999985299,69.999976,4,11.8626324,16,,,143.16681
6184,25.92294,123.9691297,33648.66279,25.92294,123.9691297,33648.66279,163.1561537,232.9422745,331.5227652,149143.6485,-7742.938449,-0.8918777,144.139134,1.945743,27.96391,2.99994669,367.338655,42.5745,374.718955,176826.4738,,,144.139134
6185,251.74376,123.7382451,33527.97478,251.74376,123.7382451,33527.97478,162.4861272,232.2768585,331.825216,14813.11,-758.84283,-0.87874,145.34493,1.8731577,27.775229,3.999728632,291.9988429,386.8378928,372.159364,16921.8623,48267.28776,0.4451369,145.34493
6186,252.72334,123.59198,3348.13817,252.72334,123.59198,3348.13817,161.8252744,231.616782,33.7586946,14818.7484,-744.897997,-0.8675611,146.24654,1.79592986,27.5931428,4.99971492,246.7963757,357.618214,337.6995465,1599.6245,49513.22138,0.4939123,146.24654
6187,253.681387,123.313555,33285.77324,253.681387,123.313555,33285.77324,161.2278237,23.944838,329.86364,147316.4395,-772.14972,-0.82637395,147.355,1.72265152,27.41314654,1,74,,74,,,,147.355
6188,254.61724,123.879659,33167.63715,254.61724,123.879659,33167.63715,16.5843764,23.2911127,327.4597186,1466.142,-6757.586827,-0.79373638,147.996372,1.654466,27.23558168,1.999974638,69.99994928,4,11.8626178,16,,,147.996372
6189,255.56481,125.6635254,34722.8791,255.56481,125.6635254,34722.8791,164.7417235,235.231674,329.5183771,14741.864,-7629.41992,-0.8789736,148.9933,1.57917992,27.6343,2.999929986,36.6721563,334.715126,315.4739473,11234.212,,,148.9933
619,256.368422,125.434983,3461.11129,256.368422,125.434983,3461.11129,164.833654,234.3761489,329.158923,14649.5611,-74.123778,-0.8567897,149.9817838,1.5936785,26.88713748,3.9997489,246.4996658,38.33641,337.99481,123666.9142,38626.31531,0.445262,149.9817838
6191,257.368245,125.1992844,3448.18361,257.368245,125.1992844,3448.18361,163.4337283,233.734128,328.835545,146378.1287,-723.221778,-0.83941715,15.9817733,1.43976165,26.71632212,4.99973811,21.397594,284.8151841,312.642843,113449.5619,39637.12495,0.494162125,15.9817733
6192,257.5875754,125.481482,34357.5189,257.5875754,125.481482,34357.5189,179,4.26E-01,179,1.82E-01,,,4.152723731,223.12299,322892.312,1,179,,179,,,,4.152723731
6193,257.485719,125.1541168,3424.63277,257.485719,125.1541168,3424.63277,6,,6,,,,74.4329916,12.43865614,2593.9474,74.4329916,6,,6,,,,74.4329916
6194,256.71921,124.9344,34123.71853,256.71921,124.9344,34123.71853,6,6.74E-01,6,4.55E-01,,,74.91881426,12.28597622,2319.94574,74.91881426,6,6.74E-01,6,4.55E-01,,,74.91881426
6195,255.9315344,124.6467198,346.7851,255.9315344,124.6467198,346.7851,6,6.74E-01,6,4.55E-01,,,75.4212445,12.13627817,252.12534,75.4212445,6,6.74E-01,6,4.55E-01,,,75.4212445
6196,255.1659552,124.3933681,33889.82148,255.1659552,124.3933681,33889.82148,6,9.54E-01,6,9.90E-01,,,75.88195242,11.9895327,19789.4843,75.88195242,6,9.54E-01,6,9.90E-01,,,75.88195242
6197,254.46142,124.142555,33772.84463,254.46142,124.142555,33772.84463,6,1.17E-01,6,1.36E-01,,,76.35857634,11.8455644,19531.8844,76.35857634,6,1.17E-01,6,1.36E-01,,,76.35857634
6198,253.6477666,123.8873842,33655.85132,253.6477666,123.8873842,33655.85132,6,1.17E-01,6,1.36E-01,,,76.8384791,11.744942,19279.1729,76.8384791,6,1.17E-01,6,1.36E-01,,,76.8384791
6199,253.884181,123.692697,33532.66539,253.884181,123.692697,33532.66539,162.817245,233.446543,328.6643762,145211.926,-6999.654582,-0.8184584,145.78215,1.83375167,26.75583,1,74,,74,,,,145.78215
62,254.6935,123.4946921,3341.3638,254.6935,123.4946921,3341.3638,86.9539798,39.9542345,134.1194856,4941.841329,936.488612,0.342736373,14.94429739,14.9954283,272.22157,1,74,,74,,,,14.94429739
621,254.893712,123.2455895,33295.426,254.893712,123.2455895,33295.426,6,1.17E-01,6,1.36E-01,,,77.29997658,11.56593457,1931.22795,77.29997658,6,1.17E-01,6,1.36E-01,,,77.29997658
622,254.389381,123.519447,33173.61711,254.389381,123.519447,33173.61711,86.13622755,38.868165,133.59767,4913.24755,831.138597,0.31322746,15.84111898,14.11188677,1952.99367,1.9939581,74,,74,,,,15.84111898
623,255.129759,122.84873,3359.11173,255.129759,122.84873,3359.11173,6,9.54E-01,6,9.90E-01,,,77.7654447,11.438833,18787.9173,77.7654447,6,9.54E-01,6,9.90E-01,,,77.7654447
624,254.37375,122.557942,32944.59296,254.37375,122.557942,32944.59296,6,1.35E-01,6,1.82E-01,,,78.2289614,11.29673487,18549.12492,78.2289614,6,1.35E-01,6,1.82E-01,,,78.2289614
625,253.7913791,122.3665742,32824.3719,253.7913791,122.3665742,32824.3719,85.461518,37.7264589,133.1211998,4888.675292,811.3218859,0.31446539,16.623273,13.38317496,1843.83948,2.965678618,74,,74,,,,16.623273
626,254.6138837,122.1216285,3271.3367,254.6138837,122.1216285,3271.3367,6,1.35E-01,6,1.82E-01,,,78.689524,11.16587161,18314.72834,78.689524,6,1.35E-01,6,1.82E-01,,,78.689524
627,253.8525535,121.8769131,32596.62328,253.8525535,121.8769131,32596.62328,6,1.35E-01,6,1.82E-01,,,79.1446629,11.3744352,1884.6898,79.1446629,6,1.35E-01,6,1.82E-01,,,79.1446629
628,253.17889,121.6324378,32482.9179,253.17889,121.6324378,32482.9179,6,1.35E-01,6,1.82E-01,,,79.598572,1.9113323,17858.66122,79.598572,6,1.35E-01,6,1.82E-01,,,79.598572
629,252.3514764,121.388252,32369.17392,252.3514764,121.388252,32369.17392,6,1.51E-01,6,2.27E-01,,,8.48369,1.7875275,17636.77453,8.48369,6,1.51E-01,6,2.27E-01,,,8.48369
621,251.7682691,121.1999837,32249.4964,251.7682691,121.1999837,32249.4964,84.74174753,36.7813951,132.6959197,4867.156789,79.29725,0.31489941,17.16752662,12.8371982,1741.222791,3.884382486,74,9.54E-01,74,9.90E-01,,,17.16752662
6211,252.695913,12.9577127,32136.59358,252.695913,12.9577127,32136.59358,6,1.65E-01,6,2.73E-01,,,8.49617,1.66591729,17418.84886,8.49617,6,1.65E-01,6,2.73E-01,,,8.49617
6212,251.8578991,12.715685,3223.6961,251.8578991,12.715685,3223.6961,6,1.65E-01,6,2.73E-01,,,8.93782662,1.54654156,1724.77531,8.93782662,6,1.65E-01,6,2.73E-01,,,8.93782662
6213,251.1247882,12.473956,3191.7966,251.1247882,12.473956,3191.7966,6,2.20E-01,6,4.90E-01,,,81.3886879,1.42918784,16994.47175,81.3886879,6,2.20E-01,6,4.90E-01,,,81.3886879
6214,25.39362,12.2323871,31797.89373,25.39362,12.2323871,31797.89373,6,1.78E-01,6,3.18E-01,,,81.818859,1.31394155,16787.83652,81.818859,6,1.78E-01,6,3.18E-01,,,81.818859
6215,249.6534883,119.9911231,31684.99931,249.6534883,119.9911231,31684.99931,6,1.35E-01,6,1.82E-01,,,82.25125169,1.275535,16584.77311,82.25125169,6,1.35E-01,6,1.82E-01,,,82.25125169
6216,25.653452,119.876382,31566.99474,25.653452,119.876382,31566.99474,162.1687,232.365183,327.133271,144446.4571,-5919.851639,-0.69617545,135.3147723,1.1575281,27.2961172,1,74,,74,,,,135.3147723
6217,251.646698,119.5938155,31453.1228,251.646698,119.5938155,31453.1228,161.4554168,231.5982541,325.3946928,143687.536,-5154.6271,-0.6953536,136.31787,1.14942328,27.1555338,1.99997548,69.9999411,4,11.8626121,16,,,136.31787
6218,252.6414266,119.8724958,31348.5878,252.6414266,119.8724958,31348.5878,161.663337,23.7661256,325.4978929,143543.8731,-5178.8867,-0.614674,137.382719,1.14693375,26.91764819,2.999933646,11.8455,56.6638392,132.575289,321.7579,,,137.382719
6219,253.6297641,119.66898,31235.85879,253.6297641,119.66898,31235.85879,16.971647,23.731353,341.6848723,1638.7249,-4738.655895,-0.52947446,138.319335,1.132493682,26.732259,3.999795162,99.775,52.6442217,684.433414,38459.2542,3187.543,0.95744715,138.319335
622,254.6258439,119.4493488,31124.4492,254.6258439,119.4493488,31124.4492,16.2898262,229.3859942,341.364285,1624.7542,-4915.39935,-0.5586811,139.2997958,1.124379788,26.5494565,4.999733339,92.3997459,48.89815329,683.119346,38456.6764,2871.23831,0.951611892,139.2997958
6221,255.6258422,119.242567,3113.82348,255.6258422,119.242567,3113.82348,159.6177666,228.746387,341.491546,1612.5115,-589.483747,-0.572773,14.2997949,1.116365672,26.36916362,5.99973336,87.99955824,45.7894943,682.538584,38454.8998,26645.71459,0.9451114,14.2997949
6222,256.6246745,119.327932,393.973,256.6246745,119.327932,393.973,158.9552165,228.289926,34.7395711,161.962,-5261.13333,-0.5931978,141.299154,1.18469611,26.19129156,6.9997591,84.85663216,43.1264859,682.1399614,38453.6613,24862.28311,0.93712282,141.299154
6223,257.6213234,118.857999,3791.85537,257.6213234,118.857999,3791.85537,158.358194,227.337135,34.4614676,159899.8538,-5413.812383,-0.6121933,142.297388,1.169337,26.1577618,1,74,,74,,,,142.297388
6224,258.617375,118.653641,3683.55371,258.617375,118.653641,3683.55371,157.7136591,226.672927,337.223437,158454.73,-4935.992528,-0.5624523,143.295128,1.9327166,25.84258443,1.999984674,69.99996935,4,11.8626316,16,,,143.295128
6225,259.61144,12.652279,31596.31968,259.61144,12.652279,31596.31968,161.35346,229.3589189,338.768643,158856.1151,-5672.992984,-0.6388626,144.2918395,1.85474998,25.6716577,2.999938776,259.38368,267.37694,269.3677551,71453.4328,,,144.2918395
6226,26.597369,12.445163,31486.496,26.597369,12.445163,31486.496,16.3811692,228.732223,338.71178,156342.455,-598.536258,-0.67365,145.2838343,1.7858682,25.5289353,3.999772341,21.751312,246.1173824,39.3858596,67331.97133,281.31145,0.663522618,145.2838343
6227,261.597227,12.23248,31377.41424,261.597227,12.23248,31377.41424,159.7359771,228.52856,337.7655688,156243.3156,-68.173115,-0.6863671,146.2838263,1.768999,25.33644557,4.999772123,181.7987855,227.622786,29.4389621,59571.73877,18315.2766,0.469262959,146.2838263
6228,262.5942265,12.563477,31266.3282,262.5942265,12.563477,31266.3282,159.1538569,227.386389,337.496625,156142.537,-696.154352,-0.69845917,147.2822627,1.63429929,25.17212754,1,74,,74,,,,147.2822627
6229,263.59246,119.851275,31158.4644,263.59246,119.851275,31158.4644,158.5256276,226.7464787,334.3955228,154779.5284,-563.454426,-0.649895,148.28271,1.56272929,25.99187,1.999984821,69.99996964,4,11.8626318,16,,,148.28271
623,264.5885596,121.8851783,32131.1661,264.5885596,121.8851783,32131.1661,161.8715376,229.6291613,335.9946216,155221.4939,-6358.584147,-0.7247272,149.279815,1.4923266,24.84978393,2.99997266,266.1848,277.25758,276.131694,76843.3225,,,149.279815
6231,265.574552,121.6747439,3221.83349,265.574552,121.6747439,3221.83349,161.2335376,228.9965269,334.949516,15273.5784,-6746.348839,-0.77784984,15.2688671,1.42286788,24.69155579,3.999766794,215.9984383,255.288968,3.2141289,68487.1877,25779.1883,0.694166736,15.2688671
6232,266.5681173,121.4658864,31913.29168,266.5681173,121.4658864,31913.29168,16.639674,228.3687863,334.646452,152632.2396,-6797.627134,-0.7859166,151.2675442,1.3544831,24.53544164,4.999731583,185.997141,236.182947,279.467536,59593.44298,17541.26567,0.51746769,151.2675442
